"riding_id","election_id","order","cre_id","party_name","candidate_name","re_id","votes","votes_percent","delta_percent","expenditures","elected"
"Sackville-Preston-Chezzetcook","F2015",0,"F2015:Sackville-Preston-Chezzetcook:Darrell Samson:Liberal","Liberal","Darrell Samson","F2015:Sackville-Preston-Chezzetcook",23161,47.95,NA,"70884.65",TRUE
"Sackville-Preston-Chezzetcook","F2015",3,"F2015:Sackville-Preston-Chezzetcook:Mike Montgomery:Green","Green","Mike Montgomery","F2015:Sackville-Preston-Chezzetcook",1341,2.78,NA,"1127.68",FALSE
"Sackville-Preston-Chezzetcook","F2015",1,"F2015:Sackville-Preston-Chezzetcook:Peter Stoffer:New Democratic","New Democratic","Peter Stoffer","F2015:Sackville-Preston-Chezzetcook",16613,34.39,NA,"56102.19",FALSE
"Sackville-Preston-Chezzetcook","F2015",2,"F2015:Sackville-Preston-Chezzetcook:Robert Strickland:Conservative","Conservative","Robert Strickland","F2015:Sackville-Preston-Chezzetcook",7186,14.88,NA,"16062.61",FALSE
"Saint Boniface-Saint Vital","F2015",0,"F2015:Saint Boniface-Saint Vital:Dan Vandal:Liberal","Liberal","Dan Vandal","F2015:Saint Boniface-Saint Vital",28530,58.44,NA,"69923.02",TRUE
"Saint Boniface-Saint Vital","F2015",2,"F2015:Saint Boniface-Saint Vital:Erin Selby:New Democratic","New Democratic","Erin Selby","F2015:Saint Boniface-Saint Vital",5169,10.59,NA,"73670.05",FALSE
"Saint Boniface-Saint Vital","F2015",1,"F2015:Saint Boniface-Saint Vital:François Catellier:Conservative","Conservative","François Catellier","F2015:Saint Boniface-Saint Vital",14005,28.69,NA,"152734.08",FALSE
"Saint Boniface-Saint Vital","F2015",3,"F2015:Saint Boniface-Saint Vital:Glenn Zaretski:Green","Green","Glenn Zaretski","F2015:Saint Boniface-Saint Vital",1119,2.29,NA,"485.69",FALSE
"Saint John-Rothesay","F2015",2,"F2015:Saint John-Rothesay:AJ Griffin:New Democratic","New Democratic","AJ Griffin","F2015:Saint John-Rothesay",7411,17.53,NA,"49014.91",FALSE
"Saint John-Rothesay","F2015",1,"F2015:Saint John-Rothesay:Rodney Weston:Conservative","Conservative","Rodney Weston","F2015:Saint John-Rothesay",12915,30.55,NA,"89182.85",FALSE
"Saint John-Rothesay","F2015",3,"F2015:Saint John-Rothesay:Sharon Murphy:Green","Green","Sharon Murphy","F2015:Saint John-Rothesay",1321,3.12,NA,"2811.24",FALSE
"Saint John-Rothesay","F2015",0,"F2015:Saint John-Rothesay:Wayne Long:Liberal","Liberal","Wayne Long","F2015:Saint John-Rothesay",20634,48.8,NA,"54324.17",TRUE
"Saint-Hyacinthe-Bagot","F2015",0,"F2015:Saint-Hyacinthe-Bagot:Brigitte Sansoucy:New Democratic","New Democratic","Brigitte Sansoucy","F2015:Saint-Hyacinthe-Bagot",15578,28.7,NA,"44896.57",TRUE
"Saint-Hyacinthe-Bagot","F2015",4,"F2015:Saint-Hyacinthe-Bagot:Lise Durand:Green","Green","Lise Durand","F2015:Saint-Hyacinthe-Bagot",1243,2.3,NA,NA,FALSE
"Saint-Hyacinthe-Bagot","F2015",2,"F2015:Saint-Hyacinthe-Bagot:Michel Filion:Bloc Québécois","Bloc Québécois","Michel Filion","F2015:Saint-Hyacinthe-Bagot",13200,24.3,NA,"36012.54",FALSE
"Saint-Hyacinthe-Bagot","F2015",1,"F2015:Saint-Hyacinthe-Bagot:René Vincelette:Liberal","Liberal","René Vincelette","F2015:Saint-Hyacinthe-Bagot",14980,27.6,NA,"11710.04",FALSE
"Saint-Hyacinthe-Bagot","F2015",3,"F2015:Saint-Hyacinthe-Bagot:Réjean Léveillé:Conservative","Conservative","Réjean Léveillé","F2015:Saint-Hyacinthe-Bagot",9098,16.7,NA,"75448.51",FALSE
"Saint-Jean","F2015",2,"F2015:Saint-Jean:Denis Hurtubise:Bloc Québécois","Bloc Québécois","Denis Hurtubise","F2015:Saint-Jean",14979,24.81,NA,NA,FALSE
"Saint-Jean","F2015",1,"F2015:Saint-Jean:Hans Marotte:New Democratic","New Democratic","Hans Marotte","F2015:Saint-Jean",17555,29.07,NA,NA,FALSE
"Saint-Jean","F2015",0,"F2015:Saint-Jean:Jean Rioux:Liberal","Liberal","Jean Rioux","F2015:Saint-Jean",20022,33.16,NA,NA,TRUE
"Saint-Jean","F2015",4,"F2015:Saint-Jean:Marilyn Redivo:Green","Green","Marilyn Redivo","F2015:Saint-Jean",1281,2.12,NA,NA,FALSE
"Saint-Jean","F2015",3,"F2015:Saint-Jean:Stéphane Guinta:Conservative","Conservative","Stéphane Guinta","F2015:Saint-Jean",6549,10.85,NA,NA,FALSE
"Saint-Laurent","F2015",2,"F2015:Saint-Laurent:Alain Ackad:New Democratic","New Democratic","Alain Ackad","F2015:Saint-Laurent",4646,11.52,NA,"12858.35",FALSE
"Saint-Laurent","F2015",1,"F2015:Saint-Laurent:Jimmy Yu:Conservative","Conservative","Jimmy Yu","F2015:Saint-Laurent",7867,19.51,NA,"126201.23",FALSE
"Saint-Laurent","F2015",4,"F2015:Saint-Laurent:John Tromp:Green","Green","John Tromp","F2015:Saint-Laurent",977,2.42,NA,"1965.89",FALSE
"Saint-Laurent","F2015",3,"F2015:Saint-Laurent:Pascal-Olivier Dumas-Dubreuil:Bloc Québécois","Bloc Québécois","Pascal-Olivier Dumas-Dubreuil","F2015:Saint-Laurent",1879,4.66,NA,"11919.73",FALSE
"Saint-Laurent","F2015",0,"F2015:Saint-Laurent:Stéphane Dion:Liberal","Liberal","Stéphane Dion","F2015:Saint-Laurent",24832,61.57,NA,"80361.33",TRUE
"Saint-Léonard-Saint-Michel","F2015",2,"F2015:Saint-Léonard-Saint-Michel:Jean Philippe Fournier:Conservative","Conservative","Jean Philippe Fournier","F2015:Saint-Léonard-Saint-Michel",4957,11.13,NA,"3960.19",FALSE
"Saint-Léonard-Saint-Michel","F2015",4,"F2015:Saint-Léonard-Saint-Michel:Melissa Miscione:Green","Green","Melissa Miscione","F2015:Saint-Léonard-Saint-Michel",805,1.81,NA,"19.0",FALSE
"Saint-Léonard-Saint-Michel","F2015",0,"F2015:Saint-Léonard-Saint-Michel:Nicola Di Iorio:Liberal","Liberal","Nicola Di Iorio","F2015:Saint-Léonard-Saint-Michel",28835,64.73,NA,"153190.81",TRUE
"Saint-Léonard-Saint-Michel","F2015",1,"F2015:Saint-Léonard-Saint-Michel:Rosannie Filato:New Democratic","New Democratic","Rosannie Filato","F2015:Saint-Léonard-Saint-Michel",6611,14.85,NA,"22492.22",FALSE
"Saint-Léonard-Saint-Michel","F2015",3,"F2015:Saint-Léonard-Saint-Michel:Steeve Gendron:Bloc Québécois","Bloc Québécois","Steeve Gendron","F2015:Saint-Léonard-Saint-Michel",3204,7.19,NA,"3404.74",FALSE
"Saint-Maurice-Champlain","F2015",0,"F2015:Saint-Maurice-Champlain:François-Philippe Champagne:Liberal","Liberal","François-Philippe Champagne","F2015:Saint-Maurice-Champlain",24475,41.52,NA,"107029.87",TRUE
"Saint-Maurice-Champlain","F2015",3,"F2015:Saint-Maurice-Champlain:Jacques Grenier:Conservative","Conservative","Jacques Grenier","F2015:Saint-Maurice-Champlain",9592,16.27,NA,"49358.13",FALSE
"Saint-Maurice-Champlain","F2015",1,"F2015:Saint-Maurice-Champlain:Jean-Yves Tremblay:New Democratic","New Democratic","Jean-Yves Tremblay","F2015:Saint-Maurice-Champlain",12245,20.77,NA,"29855.51",FALSE
"Saint-Maurice-Champlain","F2015",4,"F2015:Saint-Maurice-Champlain:Martial Toupin:Green","Green","Martial Toupin","F2015:Saint-Maurice-Champlain",1144,1.94,NA,"3832.69",FALSE
"Saint-Maurice-Champlain","F2015",2,"F2015:Saint-Maurice-Champlain:Sacki Carignan Deschamps:Bloc Québécois","Bloc Québécois","Sacki Carignan Deschamps","F2015:Saint-Maurice-Champlain",11295,19.16,NA,"32567.29",FALSE
"Salaberry-Suroît","F2015",3,"F2015:Salaberry-Suroît:Albert De Martin:Conservative","Conservative","Albert De Martin","F2015:Salaberry-Suroît",6132,9.97,NA,NA,FALSE
"Salaberry-Suroît","F2015",0,"F2015:Salaberry-Suroît:Anne Minh-Thu Quach:New Democratic","New Democratic","Anne Minh-Thu Quach","F2015:Salaberry-Suroît",18726,30.43,NA,NA,TRUE
"Salaberry-Suroît","F2015",2,"F2015:Salaberry-Suroît:Claude DeBellefeuille:Bloc Québécois","Bloc Québécois","Claude DeBellefeuille","F2015:Salaberry-Suroît",17452,28.36,NA,"58867.11",FALSE
"Salaberry-Suroît","F2015",4,"F2015:Salaberry-Suroît:Nicola-Silverado Socrates:Green","Green","Nicola-Silverado Socrates","F2015:Salaberry-Suroît",867,1.41,NA,NA,FALSE
"Salaberry-Suroît","F2015",1,"F2015:Salaberry-Suroît:Robert Sauvé:Liberal","Liberal","Robert Sauvé","F2015:Salaberry-Suroît",17955,29.18,NA,NA,FALSE
"Sarnia-Lambton","F2015",2,"F2015:Sarnia-Lambton:Dave McPhail:Liberal","Liberal","Dave McPhail","F2015:Sarnia-Lambton",15853,27.3,NA,"66577.19",FALSE
"Sarnia-Lambton","F2015",1,"F2015:Sarnia-Lambton:Jason Wayne McMichael:New Democratic","New Democratic","Jason Wayne McMichael","F2015:Sarnia-Lambton",18102,31.1,NA,"79797.05",FALSE
"Sarnia-Lambton","F2015",0,"F2015:Sarnia-Lambton:Marilyn Gladu:Conservative","Conservative","Marilyn Gladu","F2015:Sarnia-Lambton",22565,38.8,NA,"106570.0",TRUE
"Sarnia-Lambton","F2015",3,"F2015:Sarnia-Lambton:Peter Smith:Green","Green","Peter Smith","F2015:Sarnia-Lambton",1605,2.8,NA,"5020.87",FALSE
"Saskatoon West","F2015",2,"F2015:Saskatoon West:Lisa Abbott:Liberal","Liberal","Lisa Abbott","F2015:Saskatoon West",9234,24.48,NA,"27228.57",FALSE
"Saskatoon West","F2015",3,"F2015:Saskatoon West:Lois Carol Mitchell:Green","Green","Lois Carol Mitchell","F2015:Saskatoon West",658,1.74,NA,"248.05",FALSE
"Saskatoon West","F2015",1,"F2015:Saskatoon West:Randy Donauer:Conservative","Conservative","Randy Donauer","F2015:Saskatoon West",12401,32.88,NA,"120540.81",FALSE
"Saskatoon West","F2015",0,"F2015:Saskatoon West:Sheri Benson:New Democratic","New Democratic","Sheri Benson","F2015:Saskatoon West",14921,39.56,NA,"138813.32",TRUE
"Saskatoon-Grasswood","F2015",0,"F2015:Saskatoon-Grasswood:Kevin Waugh:Conservative","Conservative","Kevin Waugh","F2015:Saskatoon-Grasswood",19166,41.58,NA,"68859.2",TRUE
"Saskatoon-Grasswood","F2015",3,"F2015:Saskatoon-Grasswood:Mark Bigland-Pritchard:Green","Green","Mark Bigland-Pritchard","F2015:Saskatoon-Grasswood",846,1.84,NA,"2839.31",FALSE
"Saskatoon-Grasswood","F2015",1,"F2015:Saskatoon-Grasswood:Scott Bell:New Democratic","New Democratic","Scott Bell","F2015:Saskatoon-Grasswood",13909,30.18,NA,"103289.43",FALSE
"Saskatoon-Grasswood","F2015",2,"F2015:Saskatoon-Grasswood:Tracy Muggli:Liberal","Liberal","Tracy Muggli","F2015:Saskatoon-Grasswood",12165,26.4,NA,"63065.97",FALSE
"Saskatoon-University","F2015",0,"F2015:Saskatoon-University:Brad Trost:Conservative","Conservative","Brad Trost","F2015:Saskatoon-University",18592,41.53,NA,"62436.57",TRUE
"Saskatoon-University","F2015",1,"F2015:Saskatoon-University:Claire Card:New Democratic","New Democratic","Claire Card","F2015:Saskatoon-University",14115,31.53,NA,"120992.8",FALSE
"Saskatoon-University","F2015",2,"F2015:Saskatoon-University:Cynthia Marie Block:Liberal","Liberal","Cynthia Marie Block","F2015:Saskatoon-University",11287,25.21,NA,"99324.3",FALSE
"Saskatoon-University","F2015",3,"F2015:Saskatoon-University:Valerie Harvey:Green","Green","Valerie Harvey","F2015:Saskatoon-University",686,1.53,NA,"140.15",FALSE
"Sault Ste. Marie","F2015",1,"F2015:Sault Ste. Marie:Bryan Hayes:Conservative","Conservative","Bryan Hayes","F2015:Sault Ste. Marie",13615,31.12,NA,"114243.06",FALSE
"Sault Ste. Marie","F2015",3,"F2015:Sault Ste. Marie:Kara Flannigan:Green","Green","Kara Flannigan","F2015:Sault Ste. Marie",934,2.13,NA,"127.42",FALSE
"Sault Ste. Marie","F2015",2,"F2015:Sault Ste. Marie:Skip Morrison:New Democratic","New Democratic","Skip Morrison","F2015:Sault Ste. Marie",9543,21.81,NA,"63747.71",FALSE
"Sault Ste. Marie","F2015",0,"F2015:Sault Ste. Marie:Terry Sheehan:Liberal","Liberal","Terry Sheehan","F2015:Sault Ste. Marie",19582,44.75,NA,"59074.57",TRUE
"Scarborough Centre","F2015",2,"F2015:Scarborough Centre:Alex Wilson:New Democratic","New Democratic","Alex Wilson","F2015:Scarborough Centre",5227,11.6,NA,"24264.68",FALSE
"Scarborough Centre","F2015",4,"F2015:Scarborough Centre:Lindsay Thompson:Green","Green","Lindsay Thompson","F2015:Scarborough Centre",960,2.1,NA,"1627.92",FALSE
"Scarborough Centre","F2015",1,"F2015:Scarborough Centre:Roxanne James:Conservative","Conservative","Roxanne James","F2015:Scarborough Centre",14705,32.7,NA,"96481.13",FALSE
"Scarborough Centre","F2015",0,"F2015:Scarborough Centre:Salma Zahid:Liberal","Liberal","Salma Zahid","F2015:Scarborough Centre",22753,50.5,NA,"111259.09",TRUE
"Scarborough North","F2015",3,"F2015:Scarborough North:Eleni MacDonald:Green","Green","Eleni MacDonald","F2015:Scarborough North",579,1.48,NA,"668.91",FALSE
"Scarborough North","F2015",2,"F2015:Scarborough North:Rathika Sitsabaiesan:New Democratic","New Democratic","Rathika Sitsabaiesan","F2015:Scarborough North",8648,22.07,NA,"135280.61",FALSE
"Scarborough North","F2015",1,"F2015:Scarborough North:Ravinder Malhi:Conservative","Conservative","Ravinder Malhi","F2015:Scarborough North",10737,27.4,NA,"101170.06",FALSE
"Scarborough North","F2015",0,"F2015:Scarborough North:Shaun Chen:Liberal","Liberal","Shaun Chen","F2015:Scarborough North",18904,48.24,NA,"72471.61",TRUE
"Scarborough Southwest","F2015",0,"F2015:Scarborough Southwest:Bill Blair:Liberal","Liberal","Bill Blair","F2015:Scarborough Southwest",25586,52.47,NA,"153155.47",TRUE
"Scarborough Southwest","F2015",1,"F2015:Scarborough Southwest:Dan Harris:New Democratic","New Democratic","Dan Harris","F2015:Scarborough Southwest",11574,23.73,NA,"48940.84",FALSE
"Scarborough Southwest","F2015",2,"F2015:Scarborough Southwest:Roshan Nallaratnam:Conservative","Conservative","Roshan Nallaratnam","F2015:Scarborough Southwest",10347,21.22,NA,"64631.85",FALSE
"Scarborough Southwest","F2015",3,"F2015:Scarborough Southwest:Tommy Taylor:Green","Green","Tommy Taylor","F2015:Scarborough Southwest",1259,2.58,NA,"5572.61",FALSE
"Scarborough-Agincourt","F2015",0,"F2015:Scarborough-Agincourt:Arnold Chan:Liberal","Liberal","Arnold Chan","F2015:Scarborough-Agincourt",21587,51.9,NA,"70985.9",TRUE
"Scarborough-Agincourt","F2015",1,"F2015:Scarborough-Agincourt:Bin Chang:Conservative","Conservative","Bin Chang","F2015:Scarborough-Agincourt",15802,38,NA,"81000.27",FALSE
"Scarborough-Agincourt","F2015",3,"F2015:Scarborough-Agincourt:Debra Scott:Green","Green","Debra Scott","F2015:Scarborough-Agincourt",570,1.4,NA,NA,FALSE
"Scarborough-Agincourt","F2015",2,"F2015:Scarborough-Agincourt:Laura Thomas Patrick:New Democratic","New Democratic","Laura Thomas Patrick","F2015:Scarborough-Agincourt",3263,7.9,NA,"3832.4",FALSE
"Scarborough-Guildwood","F2015",1,"F2015:Scarborough-Guildwood:Chuck Konkel:Conservative","Conservative","Chuck Konkel","F2015:Scarborough-Guildwood",11108,26.5,NA,"80342.41",FALSE
"Scarborough-Guildwood","F2015",0,"F2015:Scarborough-Guildwood:John McKay:Liberal","Liberal","John McKay","F2015:Scarborough-Guildwood",25167,60,NA,"77572.69",TRUE
"Scarborough-Guildwood","F2015",3,"F2015:Scarborough-Guildwood:Kathleen Holding:Green","Green","Kathleen Holding","F2015:Scarborough-Guildwood",606,1.4,NA,NA,FALSE
"Scarborough-Guildwood","F2015",2,"F2015:Scarborough-Guildwood:Laura Casselman:New Democratic","New Democratic","Laura Casselman","F2015:Scarborough-Guildwood",4720,11.3,NA,"14956.71",FALSE
"Scarborough-Rouge Park","F2015",3,"F2015:Scarborough-Rouge Park:Calvin Winter:Green","Green","Calvin Winter","F2015:Scarborough-Rouge Park",1010,2.03,NA,"1457.51",FALSE
"Scarborough-Rouge Park","F2015",0,"F2015:Scarborough-Rouge Park:Gary Anandasangaree:Liberal","Liberal","Gary Anandasangaree","F2015:Scarborough-Rouge Park",29913,60.24,NA,"144189.04",TRUE
"Scarborough-Rouge Park","F2015",2,"F2015:Scarborough-Rouge Park:KM Shanthikumar:New Democratic","New Democratic","KM Shanthikumar","F2015:Scarborough-Rouge Park",5145,10.36,NA,"58736.4",FALSE
"Scarborough-Rouge Park","F2015",1,"F2015:Scarborough-Rouge Park:Leslyn Lewis:Conservative","Conservative","Leslyn Lewis","F2015:Scarborough-Rouge Park",13587,27.36,NA,"59291.73",FALSE
"Selkirk-Interlake-Eastman","F2015",2,"F2015:Selkirk-Interlake-Eastman:Deborah Chief:New Democratic","New Democratic","Deborah Chief","F2015:Selkirk-Interlake-Eastman",5649,11.44,NA,"29151.47",FALSE
"Selkirk-Interlake-Eastman","F2015",0,"F2015:Selkirk-Interlake-Eastman:James Bezan:Conservative","Conservative","James Bezan","F2015:Selkirk-Interlake-Eastman",25617,51.9,NA,"96714.11",TRUE
"Selkirk-Interlake-Eastman","F2015",1,"F2015:Selkirk-Interlake-Eastman:Joanne Levy:Liberal","Liberal","Joanne Levy","F2015:Selkirk-Interlake-Eastman",15508,31.42,NA,"16715.09",FALSE
"Selkirk-Interlake-Eastman","F2015",3,"F2015:Selkirk-Interlake-Eastman:Wayne James:Green","Green","Wayne James","F2015:Selkirk-Interlake-Eastman",1707,3.46,NA,"4402.63",FALSE
"Shefford","F2015",1,"F2015:Shefford:Claire Mailhot:New Democratic","New Democratic","Claire Mailhot","F2015:Shefford",13945,23.67,NA,"59455.32",FALSE
"Shefford","F2015",2,"F2015:Shefford:Jocelyn Beaudoin:Bloc Québécois","Bloc Québécois","Jocelyn Beaudoin","F2015:Shefford",13092,22.22,NA,"34737.83",FALSE
"Shefford","F2015",0,"F2015:Shefford:Pierre Breton:Liberal","Liberal","Pierre Breton","F2015:Shefford",22957,38.96,NA,"38440.56",TRUE
"Shefford","F2015",4,"F2015:Shefford:Simon McMillan:Green","Green","Simon McMillan","F2015:Shefford",1397,2.37,NA,NA,FALSE
"Shefford","F2015",3,"F2015:Shefford:Sylvie Fontaine:Conservative","Conservative","Sylvie Fontaine","F2015:Shefford",7529,12.78,NA,"22193.17",FALSE
"Sherbrooke","F2015",2,"F2015:Sherbrooke:Caroline Bouchard:Bloc Québécois","Bloc Québécois","Caroline Bouchard","F2015:Sherbrooke",11713,20.46,NA,"29064.5",FALSE
"Sherbrooke","F2015",3,"F2015:Sherbrooke:Marc Dauphin:Conservative","Conservative","Marc Dauphin","F2015:Sherbrooke",5391,9.42,NA,"16295.9",FALSE
"Sherbrooke","F2015",0,"F2015:Sherbrooke:Pierre-Luc Dusseault:New Democratic","New Democratic","Pierre-Luc Dusseault","F2015:Sherbrooke",21374,37.33,NA,"48702.98",TRUE
"Sherbrooke","F2015",4,"F2015:Sherbrooke:Sophie Malouin:Green","Green","Sophie Malouin","F2015:Sherbrooke",1143,1.2,NA,NA,FALSE
"Sherbrooke","F2015",1,"F2015:Sherbrooke:Tom Allen:Liberal","Liberal","Tom Allen","F2015:Sherbrooke",17071,29.81,NA,"72978.48",FALSE
"Sherwood Park-Fort Saskatchewan","F2015",3,"F2015:Sherwood Park-Fort Saskatchewan:Brandie Harrop:Green","Green","Brandie Harrop","F2015:Sherwood Park-Fort Saskatchewan",1648,2.47,NA,"3796.57",FALSE
"Sherwood Park-Fort Saskatchewan","F2015",0,"F2015:Sherwood Park-Fort Saskatchewan:Garnett Genuis:Conservative","Conservative","Garnett Genuis","F2015:Sherwood Park-Fort Saskatchewan",42642,63.94,NA,"114842.36",TRUE
"Sherwood Park-Fort Saskatchewan","F2015",2,"F2015:Sherwood Park-Fort Saskatchewan:Joanne Cave:New Democratic","New Democratic","Joanne Cave","F2015:Sherwood Park-Fort Saskatchewan",6540,9.81,NA,"15416.14",FALSE
"Sherwood Park-Fort Saskatchewan","F2015",1,"F2015:Sherwood Park-Fort Saskatchewan:Rod Frank:Liberal","Liberal","Rod Frank","F2015:Sherwood Park-Fort Saskatchewan",13615,20.42,NA,"23559.35",FALSE
"Simcoe North","F2015",0,"F2015:Simcoe North:Bruce Stanton:Conservative","Conservative","Bruce Stanton","F2015:Simcoe North",24836,43.52,NA,"91741.02",TRUE
"Simcoe North","F2015",1,"F2015:Simcoe North:Liz Riley:Liberal","Liberal","Liz Riley","F2015:Simcoe North",22718,39.81,NA,"74044.17",FALSE
"Simcoe North","F2015",3,"F2015:Simcoe North:Peter Stubbins:Green","Green","Peter Stubbins","F2015:Simcoe North",2543,4.46,NA,"11996.03",FALSE
"Simcoe North","F2015",2,"F2015:Simcoe North:Richard Banigan:New Democratic","New Democratic","Richard Banigan","F2015:Simcoe North",6037,10.58,NA,"3879.75",FALSE
"Simcoe-Grey","F2015",2,"F2015:Simcoe-Grey:David Matthews:New Democratic","New Democratic","David Matthews","F2015:Simcoe-Grey",6332,9.6,NA,"5106.83",FALSE
"Simcoe-Grey","F2015",3,"F2015:Simcoe-Grey:JoAnne Fleming:Green","Green","JoAnne Fleming","F2015:Simcoe-Grey",2923,4.4,NA,"5324.15",FALSE
"Simcoe-Grey","F2015",0,"F2015:Simcoe-Grey:Kellie Leitch:Conservative","Conservative","Kellie Leitch","F2015:Simcoe-Grey",30612,46.6,NA,"101505.22",TRUE
"Simcoe-Grey","F2015",1,"F2015:Simcoe-Grey:Mike MacEachern:Liberal","Liberal","Mike MacEachern","F2015:Simcoe-Grey",25352,38.6,NA,"55545.97",FALSE
"Skeena-Bulkley Valley","F2015",2,"F2015:Skeena-Bulkley Valley:Brad Layton:Liberal","Liberal","Brad Layton","F2015:Skeena-Bulkley Valley",8257,18.72,NA,"8887.53",FALSE
"Skeena-Bulkley Valley","F2015",3,"F2015:Skeena-Bulkley Valley:Jeannie Parnell:Green","Green","Jeannie Parnell","F2015:Skeena-Bulkley Valley",1605,3.64,NA,NA,FALSE
"Skeena-Bulkley Valley","F2015",0,"F2015:Skeena-Bulkley Valley:Nathan Cullen:New Democratic","New Democratic","Nathan Cullen","F2015:Skeena-Bulkley Valley",22531,51.08,NA,"64149.53",TRUE
"Skeena-Bulkley Valley","F2015",1,"F2015:Skeena-Bulkley Valley:Tyler Nesbitt:Conservative","Conservative","Tyler Nesbitt","F2015:Skeena-Bulkley Valley",10936,24.79,NA,"57890.26",FALSE
"Souris-Moose Mountain","F2015",3,"F2015:Souris-Moose Mountain:Bob Deptuck:Green","Green","Bob Deptuck","F2015:Souris-Moose Mountain",994,2.65,NA,"0.11",FALSE
"Souris-Moose Mountain","F2015",0,"F2015:Souris-Moose Mountain:Robert Kitchen:Conservative","Conservative","Robert Kitchen","F2015:Souris-Moose Mountain",26315,70.14,NA,"40077.78",TRUE
"Souris-Moose Mountain","F2015",2,"F2015:Souris-Moose Mountain:Steve Bebbington:Liberal","Liberal","Steve Bebbington","F2015:Souris-Moose Mountain",5076,13.53,NA,"159.0",FALSE
"Souris-Moose Mountain","F2015",1,"F2015:Souris-Moose Mountain:Vicky O'Dell:New Democratic","New Democratic","Vicky O'Dell","F2015:Souris-Moose Mountain",5131,13.68,NA,"28983.38",FALSE
"South Okanagan-West Kootenay","F2015",2,"F2015:South Okanagan-West Kootenay:Connie Denesiuk:Liberal","Liberal","Connie Denesiuk","F2015:South Okanagan-West Kootenay",18732,28.13,NA,"26034.25",FALSE
"South Okanagan-West Kootenay","F2015",1,"F2015:South Okanagan-West Kootenay:Marshall Neufeld:Conservative","Conservative","Marshall Neufeld","F2015:South Okanagan-West Kootenay",19871,29.84,NA,"156966.44",FALSE
"South Okanagan-West Kootenay","F2015",0,"F2015:South Okanagan-West Kootenay:Richard Cannings:New Democratic","New Democratic","Richard Cannings","F2015:South Okanagan-West Kootenay",24823,37.28,NA,"120417.22",TRUE
"South Okanagan-West Kootenay","F2015",3,"F2015:South Okanagan-West Kootenay:Samantha Troy:Green","Green","Samantha Troy","F2015:South Okanagan-West Kootenay",2792,4.19,NA,"153.48",FALSE
"South Shore-St. Margarets","F2015",2,"F2015:South Shore-St. Margarets:Alex Godbold:New Democratic","New Democratic","Alex Godbold","F2015:South Shore-St. Margarets",8883,16.83,NA,"119217.64",FALSE
"South Shore-St. Margarets","F2015",0,"F2015:South Shore-St. Margarets:Bernadette Jordan:Liberal","Liberal","Bernadette Jordan","F2015:South Shore-St. Margarets",30045,56.93,NA,"74989.98",TRUE
"South Shore-St. Margarets","F2015",3,"F2015:South Shore-St. Margarets:Richard Biggar:Green","Green","Richard Biggar","F2015:South Shore-St. Margarets",1534,2.91,NA,"126.74",FALSE
"South Shore-St. Margarets","F2015",1,"F2015:South Shore-St. Margarets:Richard Clark:Conservative","Conservative","Richard Clark","F2015:South Shore-St. Margarets",11905,22.56,NA,"77116.91",FALSE
"South Surrey-White Rock","F2015",0,"F2015:South Surrey-White Rock:Dianne Watts:Conservative","Conservative","Dianne Watts","F2015:South Surrey-White Rock",24934,44.03,NA,"161579.4",TRUE
"South Surrey-White Rock","F2015",1,"F2015:South Surrey-White Rock:Judith Higginbotham:Liberal","Liberal","Judith Higginbotham","F2015:South Surrey-White Rock",23495,41.49,NA,"40658.82",FALSE
"South Surrey-White Rock","F2015",3,"F2015:South Surrey-White Rock:Larry Colero:Green","Green","Larry Colero","F2015:South Surrey-White Rock",1938,3.42,NA,"12.62",FALSE
"South Surrey-White Rock","F2015",2,"F2015:South Surrey-White Rock:Pixie Hobby:New Democratic","New Democratic","Pixie Hobby","F2015:South Surrey-White Rock",5895,10.41,NA,"38925.44",FALSE
"Spadina-Fort York","F2015",0,"F2015:Spadina-Fort York:Adam Vaughan:Liberal","Liberal","Adam Vaughan","F2015:Spadina-Fort York",30141,54.66,NA,"165249.21",TRUE
"Spadina-Fort York","F2015",1,"F2015:Spadina-Fort York:Olivia Chow:New Democratic","New Democratic","Olivia Chow","F2015:Spadina-Fort York",15047,27.28,NA,"157607.66",FALSE
"Spadina-Fort York","F2015",2,"F2015:Spadina-Fort York:Sabrina Zuniga:Conservative","Conservative","Sabrina Zuniga","F2015:Spadina-Fort York",8673,15.73,NA,"50463.77",FALSE
"Spadina-Fort York","F2015",3,"F2015:Spadina-Fort York:Sharon Danley:Green","Green","Sharon Danley","F2015:Spadina-Fort York",1137,2.06,NA,"2935.3",FALSE
"St. Albert-Edmonton","F2015",4,"F2015:St. Albert-Edmonton:Andrea Oldham:Green","Green","Andrea Oldham","F2015:St. Albert-Edmonton",821,1.39,NA,NA,FALSE
"St. Albert-Edmonton","F2015",1,"F2015:St. Albert-Edmonton:Beatrice Ghettuba:Liberal","Liberal","Beatrice Ghettuba","F2015:St. Albert-Edmonton",13383,22.54,NA,"12254.31",FALSE
"St. Albert-Edmonton","F2015",3,"F2015:St. Albert-Edmonton:Darlene Malayko:New Democratic","New Democratic","Darlene Malayko","F2015:St. Albert-Edmonton",6609,11.16,NA,"14243.93",FALSE
"St. Albert-Edmonton","F2015",0,"F2015:St. Albert-Edmonton:Michael Cooper:Conservative","Conservative","Michael Cooper","F2015:St. Albert-Edmonton",26783,45.24,NA,"57186.82",TRUE
